Unnamed: 0,League,Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,League_new,gameid
591,CBLOL 2023 Split 2,Week 9,KaBuM! Esports,paiN Gaming,0 - 1,2,13.14,Ivern,Rell,Poppy,Shyvana,Tristana,LeBlanc,Sejuani,Maokai,Kai'Sa,Xayah,Rakan,Jayce,Ahri,Nautilus,Neeko,Gnar,Blitzcrank,Yone,Rumble,Renekton,Jungle,Bot,Support,Mid,Top,Jungle,Bot,Mid,Support,Top,CBLOL,ESPORTSTMNT01_3410246
592,CBLOL 2023 Split 2,Week 9,Liberty,FURIA,1 - 0,1,13.14,Tristana,Rumble,Pyke,LeBlanc,Sejuani,Rell,Ivern,Maokai,Ziggs,Yone,Aatrox,Seraphine,Leona,Jayce,Varus,Olaf,Heimerdinger,Kai'Sa,Rakan,Caitlyn,Jungle,Mid,Top,Bot,Support,Jungle,Top,Mid,Support,Bot,CBLOL,ESPORTSTMNT01_3411168
593,CBLOL 2023 Split 2,Week 9,INTZ,Fluxo,1 - 0,1,13.14,Azir,Rumble,Poppy,Tristana,Kai'Sa,LeBlanc,Sejuani,Rell,Xayah,Sivir,Olaf,Maokai,Rakan,Jax,Neeko,Cassiopeia,Ahri,Sylas,Alistar,Renekton,Jungle,Bot,Top,Mid,Support,Support,Bot,Jungle,Mid,Top,CBLOL,ESPORTSTMNT01_3412133
594,CBLOL 2023 Split 2,Week 9,Los Grandes,LOUD,0 - 1,2,13.14,Sejuani,Tristana,Rell,Maokai,Xayah,LeBlanc,Kai'Sa,Jayce,Poppy,Ahri,Renekton,Zeri,Vi,Jax,Nautilus,Rumble,Rakan,Sett,Lee Sin,Gragas,Bot,Mid,Top,Support,Jungle,Mid,Jungle,Bot,Support,Top,CBLOL,ESPORTSTMNT01_3411136
595,CBLOL 2023 Split 2,Week 9,Fluxo,KaBuM! Esports,1 - 0,1,13.14,Rumble,LeBlanc,Tristana,Azir,Shyvana,Maokai,Rell,Kai'Sa,Sejuani,Poppy,Xayah,Renekton,Aatrox,Nautilus,Gnar,Rakan,Alistar,Neeko,K'Sante,Ahri,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Top,Support,Mid,CBLOL,ESPORTSTMNT01_3409876
596,CBLOL 2023 Split 2,Week 9,RED Canids,Los Grandes,1 - 0,1,13.14,LeBlanc,Rakan,Rumble,Ivern,Jayce,Tristana,Kai'Sa,Rell,Xayah,Sejuani,Renekton,Jax,Alistar,Azir,Ahri,Maokai,Viego,Neeko,Nautilus,Sylas,Bot,Jungle,Top,Mid,Support,Support,Bot,Top,Jungle,Mid,CBLOL,ESPORTSTMNT01_3407963
597,CBLOL 2023 Split 2,Week 9,INTZ,LOUD,0 - 1,2,13.14,Kai'Sa,Tristana,Poppy,Maokai,Xayah,LeBlanc,Rell,Sejuani,Rakan,Vi,Rumble,Sivir,Jayce,Renekton,Varus,Olaf,Jax,Ahri,Jinx,Swain,Support,Jungle,Top,Mid,Bot,Jungle,Support,Bot,Top,Mid,CBLOL,ESPORTSTMNT01_3409844
598,CBLOL 2023 Split 2,Week 9,paiN Gaming,Liberty,1 - 0,1,13.14,LeBlanc,Tristana,Rakan,Ivern,Sejuani,Ahri,Rell,Poppy,Kai'Sa,Maokai,Xayah,Syndra,Jayce,Blitzcrank,Rumble,K'Sante,Aatrox,Neeko,Gnar,Alistar,Support,Jungle,Bot,Mid,Top,Jungle,Bot,Mid,Top,Support,CBLOL,ESPORTSTMNT01_3409825
599,CBLOL 2023 Split 2,Week 9,FURIA,Vivo Keyd Stars,1 - 0,1,13.14,LeBlanc,Sejuani,Rumble,Jayce,Tristana,Jax,Rell,Kai'Sa,Aatrox,Nilah,Pyke,Rakan,Gwen,Maokai,Fiora,Azir,Ahri,Neeko,Kennen,Vi,Jungle,Bot,Support,Mid,Top,Bot,Top,Support,Mid,Jungle,CBLOL,ESPORTSTMNT01_3408848
600,CBLOL 2023 Split 2,Week 8,Fluxo,paiN Gaming,0 - 1,2,13.14,Ivern,LeBlanc,Rumble,Tristana,Xayah,Rell,Kai'Sa,Ahri,Sejuani,Rakan,Azir,Jax,Poppy,Nautilus,Maokai,Blitzcrank,Aphelios,K'Sante,Lee Sin,Lulu,Bot,Support,Mid,Top,Jungle,Mid,Jungle,Top,Bot,Support,CBLOL,ESPORTSTMNT01_3406177
601,CBLOL 2023 Split 2,Week 8,LOUD,FURIA,1 - 0,1,13.14,Jayce,LeBlanc,Rumble,Kai'Sa,Maokai,Poppy,Rell,Tristana,Sejuani,Xayah,Renekton,Alistar,Ahri,Kennen,Viego,Ornn,Aatrox,Syndra,Trundle,Orianna,Support,Bot,Top,Mid,Jungle,Bot,Jungle,Support,Top,Mid,CBLOL,ESPORTSTMNT01_3405200
602,CBLOL 2023 Split 2,Week 8,Vivo Keyd Stars,Liberty,1 - 0,1,13.14,LeBlanc,Annie,Jayce,Kai'Sa,Rell,Gwen,Ivern,Azir,Varus,Tristana,Nautilus,Maokai,Jax,Malphite,Rumble,Aatrox,Renekton,Gnar,Seraphine,Alistar,Jungle,Mid,Support,Top,Bot,Mid,Bot,Jungle,Top,Support,CBLOL,ESPORTSTMNT01_3404220
603,CBLOL 2023 Split 2,Week 8,KaBuM! Esports,RED Canids,0 - 1,2,13.14,Poppy,LeBlanc,Ivern,Rumble,Renekton,Kai'Sa,Tristana,Rell,Xayah,Sejuani,Alistar,Rakan,Kalista,Jayce,Ezreal,Sylas,Aatrox,Varus,Shyvana,Jax,Mid,Jungle,Support,Bot,Top,Jungle,Bot,Support,Mid,Top,CBLOL,ESPORTSTMNT01_3404199
604,CBLOL 2023 Split 2,Week 8,Los Grandes,INTZ,0 - 1,2,13.14,Sejuani,Kai'Sa,Maokai,Ivern,Olaf,LeBlanc,Tristana,Rumble,Xayah,Amumu,Ornn,Rell,Alistar,Cassiopeia,Rakan,Poppy,Vi,Jinx,Thresh,Sylas,Mid,Jungle,Top,Bot,Support,Top,Bot,Support,Jungle,Mid,CBLOL,ESPORTSTMNT01_3404170
605,CBLOL 2023 Split 2,Week 8,FURIA,KaBuM! Esports,1 - 0,1,13.14,Ivern,Pyke,LeBlanc,Poppy,Tristana,Xayah,Kai'Sa,Jayce,Rell,Sejuani,Rumble,Kalista,Alistar,Maokai,Nautilus,Jax,Rakan,Ahri,Blitzcrank,Cassiopeia,Bot,Jungle,Top,Mid,Support,Mid,Jungle,Bot,Support,Top,CBLOL,ESPORTSTMNT01_3403885
606,CBLOL 2023 Split 2,Week 8,paiN Gaming,INTZ,0 - 1,2,13.14,Maokai,Kai'Sa,Poppy,Xayah,,Ivern,Tristana,Rell,Sejuani,Nautilus,Aphelios,Olaf,Jax,Cassiopeia,Kennen,Sylas,Sivir,Trundle,Gnar,LeBlanc,Mid,Support,Bot,Jungle,Top,Support,Jungle,Top,Bot,Mid,CBLOL,ESPORTSTMNT01_3401931
607,CBLOL 2023 Split 2,Week 8,LOUD,Vivo Keyd Stars,1 - 0,1,13.14,Annie,Sejuani,Ivern,Poppy,Maokai,Rell,LeBlanc,Kai'Sa,Nautilus,Xayah,Renekton,Gwen,Rakan,Tristana,Wukong,Viego,Viktor,Lee Sin,Leona,Skarner,Mid,Bot,Top,Jungle,Support,Bot,Support,Top,Mid,Jungle,CBLOL,ESPORTSTMNT01_3402856
608,CBLOL 2023 Split 2,Week 8,Los Grandes,Fluxo,1 - 0,1,13.14,Maokai,Kai'Sa,Sejuani,Ivern,Azir,Poppy,Tristana,Rell,LeBlanc,Amumu,Rumble,Viego,Rakan,Ornn,Alistar,Zeri,Renekton,Aphelios,Thresh,Sivir,Mid,Jungle,Top,Bot,Support,Support,Mid,Jungle,Top,Bot,CBLOL,ESPORTSTMNT01_3403830
609,CBLOL 2023 Split 2,Week 8,RED Canids,Liberty,1 - 0,1,13.14,LeBlanc,Rakan,Rumble,Tristana,Rell,Aphelios,Ivern,Jayce,Kai'Sa,Kog'Maw,Braum,Maokai,Azir,Nautilus,Jax,Sion,K'Sante,Renekton,Neeko,Blitzcrank,Jungle,Bot,Support,Top,Mid,Mid,Bot,Jungle,Top,Support,CBLOL,ESPORTSTMNT01_3403796
610,CBLOL 2023 Split 2,Week 7,Vivo Keyd Stars,Los Grandes,1 - 0,1,13.13,Jayce,Ahri,LeBlanc,Annie,Tristana,Sejuani,Ivern,Kai'Sa,Rell,Azir,Nautilus,Maokai,Xayah,Yone,Aphelios,Viktor,Lucian,Jinx,K'Sante,Rumble,Jungle,Mid,Support,Bot,Top,Bot,Support,Jungle,Mid,Top,CBLOL,ESPORTSTMNT03_3195302
611,CBLOL 2023 Split 2,Week 7,KaBuM! Esports,LOUD,0 - 1,2,13.13,Milio,Jayce,Rell,Rumble,LeBlanc,Tristana,Kai'Sa,Sejuani,Xayah,Ivern,Azir,Rakan,Nautilus,Jax,Alistar,Ahri,Renekton,Gnar,Leona,Taliyah,Bot,Jungle,Mid,Top,Support,Jungle,Bot,Support,Top,Mid,CBLOL,ESPORTSTMNT03_3195284
612,CBLOL 2023 Split 2,Week 7,INTZ,FURIA,0 - 1,2,13.13,Pyke,LeBlanc,Jayce,Tristana,Ahri,Rell,Maokai,Kai'Sa,Sejuani,Xayah,Annie,Rakan,Olaf,Syndra,Renekton,Kennen,Azir,Jax,Alistar,Poppy,Jungle,Bot,Mid,Top,Support,Bot,Jungle,Support,Mid,Top,CBLOL,ESPORTSTMNT03_3196246
613,CBLOL 2023 Split 2,Week 7,paiN Gaming,RED Canids,1 - 0,1,13.13,Jayce,Ahri,Poppy,Ivern,Rell,Maokai,Sejuani,Rakan,Aphelios,Tristana,Rumble,Vi,Xayah,Neeko,Nautilus,Vex,K'Sante,Kai'Sa,Alistar,Annie,Jungle,Mid,Top,Bot,Support,Support,Bot,Jungle,Top,Mid,CBLOL,ESPORTSTMNT03_3196226
614,CBLOL 2023 Split 2,Week 7,Liberty,Fluxo,0 - 1,2,13.13,Azir,Rell,Poppy,Annie,Sejuani,Neeko,LeBlanc,Maokai,Rakan,Kai'Sa,Nautilus,Tristana,Viego,Rumble,Vi,Xayah,Aphelios,Renekton,Lee Sin,Ornn,Mid,Bot,Support,Top,Jungle,Jungle,Support,Mid,Bot,Top,CBLOL,ESPORTSTMNT03_3197161
